PassengerId,Sex,Age,SibSp,Parch,Fare,Cabin,genTitle,is_alone,Pclass_1,Pclass_2,Pclass_3,age_group_adult,age_group_child,age_group_elderly,age_group_infant,age_group_middleAged,age_group_senior,age_group_teenager,age_group_toddler,age_group_youngAdult,Embarked_C,Embarked_Q,Embarked_S,FamilySize_1,FamilySize_2,FamilySize_3,FamilySize_4,FamilySize_5,FamilySize_6,FamilySize_7,FamilySize_8,FamilySize_11,normFare,Survived
330,1,16.0,0,1,57.9792,B,Miss,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.077184839375167,1
331,1,18.0,2,0,23.25,U,Miss,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.188416617383492,1
332,0,45.5,0,0,28.5,C,Mr,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3843902633457743,0
333,0,38.0,0,1,153.4625,C,Mr,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.039951348430309,0
334,0,16.0,2,0,18.0,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.9444389791664403,0
335,1,45.0,1,0,133.65,U,Mrs,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.902678819257608,1
336,0,26.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
337,0,29.0,1,0,66.6,C,Mr,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4.213607983048918,0
338,1,41.0,0,0,134.5,E,Miss,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.908971640319756,1
339,0,45.0,0,0,8.05,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,1
340,0,45.0,0,0,35.5,T,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.597312260588446,0
341,0,2.0,1,1,26.0,F,Master,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.295836866004329,1
342,1,24.0,3,2,263.0,C,Miss,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5.575949103146316,1
343,0,28.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
344,0,25.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
345,0,36.0,0,0,13.0,U,Mr,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
346,1,24.0,0,0,13.0,F,Miss,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,1
347,1,40.0,0,0,13.0,U,Miss,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,1
348,1,31.0,1,0,16.1,U,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.8390784635086144,1
349,0,3.0,1,1,15.9,U,Master,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2.8273136219290276,1
350,0,42.0,0,0,8.6625,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2682524139135403,0
351,0,23.0,0,0,9.225,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3248357019288655,0
352,0,41.5,0,0,35.0,C,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.58351893845611,0
353,0,15.0,1,1,7.2292,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.1076888046179385,0
354,0,25.0,1,0,17.8,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.9338568698359038,0
355,0,26.0,0,0,7.225,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1071782966514356,0
356,0,28.0,0,0,9.5,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3513752571634776,0
357,1,22.0,0,1,55.0,E,Miss,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4.02535169073515,1
358,1,38.0,0,0,13.0,U,Miss,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
359,1,18.0,0,0,7.8792,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.1837114628556327,1
360,1,18.0,0,0,7.8792,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.1837114628556327,1
361,0,40.0,1,4,27.9,U,Mr,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.3638415951183864,0
362,0,29.0,1,0,27.7208,U,Mr,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3.357621598945279,0
363,1,45.0,0,1,14.4542,U,Mrs,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.737880811060884,0
364,0,35.0,0,0,7.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0856720914304723,0
365,0,26.0,1,0,15.5,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.803360380906535,0
366,0,30.0,0,0,7.25,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,0
367,1,60.0,1,0,75.25,D,Mrs,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.334017415487521,1
368,1,31.0,0,0,7.2292,U,Mrs,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1076888046179385,1
369,1,18.0,0,0,7.75,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,1
370,1,24.0,0,0,69.3,B,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.252771798816619,1
371,0,25.0,1,0,55.4417,E,Mr,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4.0332082470129285,1
372,0,18.0,1,0,6.4958,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0143428636837015,0
373,0,19.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
374,0,22.0,0,0,135.6333,U,Mr,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.91730069488021,0
375,1,3.0,3,1,21.075,U,Miss,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3.0944457464900235,0
376,1,45.0,1,0,82.1708,U,Mrs,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.420896324687287,1
377,1,22.0,0,0,7.25,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,1
378,0,27.0,0,2,211.5,C,Mr,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5.358941988364472,0
379,0,20.0,0,0,4.0125,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.6119347926326877,0
380,0,19.0,0,0,7.775,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
381,1,42.0,0,0,227.525,U,Miss,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.4316456135398825,1
382,1,1.0,0,2,15.7417,U,Miss,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.817902613071225,1
383,0,32.0,0,0,7.925,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.188856327665703,0
384,1,35.0,1,0,52.0,U,Mrs,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.970291913552122,1
385,0,26.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
386,0,18.0,0,0,73.5,U,Mr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.310799125385514,0
387,0,1.0,5,2,46.9,U,Master,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.8691155044168695,0
388,1,36.0,0,0,13.0,U,Miss,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,1
389,0,26.0,0,0,7.7292,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.1666737276227077,0
390,1,17.0,0,0,12.0,U,Miss,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.5649493574615367,1
391,0,36.0,1,2,120.0,B,Mr,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.795790545596741,1
392,0,21.0,0,0,7.7958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.174274334826008,1
393,0,28.0,2,0,7.925,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2.188856327665703,0
394,1,23.0,1,0,113.275,D,Miss,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4.738607824217808,1
395,1,24.0,0,2,16.7,G,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2.8735646395797834,1
396,0,22.0,0,0,7.7958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.174274334826008,0
397,1,31.0,0,0,7.8542,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.180891922715322,0
398,0,46.0,0,0,26.0,U,Mr,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.295836866004329,0
399,0,23.0,0,0,10.5,U,Officer,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
400,1,28.0,0,0,12.65,U,Mrs,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.613739521630969,1
401,0,39.0,0,0,7.925,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.188856327665703,1
402,0,26.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
403,1,21.0,1,0,9.825,U,Miss,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.3818582738885534,0
404,0,28.0,1,0,15.85,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.8243506567983707,0
405,1,20.0,0,0,8.6625,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2682524139135403,0
406,0,34.0,1,0,21.0,U,Mr,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.091042453358316,0
407,0,51.0,0,0,7.75,U,Mr,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.169053700369523,0
408,0,3.0,1,1,18.75,U,Master,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2.9831534913471307,1
409,0,21.0,0,0,7.775,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
410,1,18.0,3,1,25.4667,U,Miss,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.275887339030031,0
411,0,26.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
412,0,26.0,0,0,6.8583,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.061570298060867,0
413,1,33.0,1,0,90.0,C,Miss,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4.51085950651685,1
414,0,30.0,0,0,0.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
415,0,44.0,0,0,7.925,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.188856327665703,1
416,1,31.0,0,0,8.05,U,Mrs,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
417,1,34.0,1,1,32.5,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.5115454388310208,1
418,1,18.0,0,2,13.0,U,Miss,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.6390573296152584,1
419,0,30.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
420,1,10.0,0,2,24.15,U,Miss,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.224857896545748,0
421,0,26.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
422,0,21.0,0,0,7.7333,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.167143305297764,0
423,0,29.0,0,0,7.875,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1832383353614797,0
424,1,28.0,1,1,14.4,U,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2.7343675094195836,0
425,0,18.0,1,1,20.2125,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0545906305603445,0
426,0,26.0,0,0,7.25,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,0
427,1,28.0,1,0,26.0,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.295836866004329,1
428,1,19.0,0,0,26.0,U,Miss,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.295836866004329,1
429,0,26.0,0,0,7.75,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
430,0,32.0,0,0,8.05,E,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,1
431,0,28.0,0,0,26.55,C,Mr,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.3160025355989236,1
432,1,31.0,1,0,16.1,U,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.8390784635086144,1
433,1,42.0,1,0,26.0,U,Mrs,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.295836866004329,1
434,0,17.0,0,0,7.125,U,Mr,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.094945728215801,0
435,0,50.0,1,0,55.9,E,Mr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.041295341132285,0
436,1,14.0,1,2,120.0,B,Miss,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.795790545596741,1
437,1,21.0,2,2,34.375,U,Miss,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3.5660053559634015,0
438,1,24.0,2,3,18.75,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2.9831534913471307,1
439,0,64.0,1,4,263.0,C,Mr,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.575949103146316,0
440,0,31.0,0,0,10.5,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
441,1,45.0,1,1,26.25,U,Mrs,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.305053521109253,1
442,0,20.0,0,0,9.5,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3513752571634776,0
443,0,25.0,1,0,7.775,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.1719067693519296,0
444,1,28.0,0,0,13.0,U,Miss,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,1
445,0,26.0,0,0,8.1125,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2096470973347766,1
446,0,4.0,0,2,81.8583,A,Master,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4.417131919904876,1
447,1,13.0,0,1,19.5,U,Miss,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.0204248861443626,1
448,0,34.0,0,0,26.55,U,Mr,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.3160025355989236,1
449,1,5.0,2,1,19.2583,U,Miss,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0085645861193133,1
450,0,52.0,0,0,30.5,C,Officer,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.449987545831587,1
451,0,36.0,1,2,27.75,U,Mr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.3586377672433594,0
452,0,26.0,1,0,19.9667,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.0429354648621407,0
453,0,30.0,0,0,27.75,C,Mr,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3.3586377672433594,0
454,0,49.0,1,0,89.1042,C,Mr,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.500966778400217,1
455,0,26.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
456,0,29.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1855792552411137,1
457,0,65.0,0,0,26.55,E,Mr,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3160025355989236,0
458,1,45.0,1,0,51.8625,D,Mrs,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.967694202798607,1
459,1,50.0,0,0,10.5,U,Miss,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,1
460,0,26.0,0,0,7.75,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
461,0,48.0,0,0,26.55,E,Mr,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3160025355989236,1
462,0,34.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
463,0,47.0,0,0,38.5,E,Mr,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.676300671907076,0
464,0,48.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
465,0,26.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
466,0,38.0,0,0,7.05,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0856720914304723,0
467,0,30.0,0,0,0.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
468,0,56.0,0,0,26.55,U,Mr,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3160025355989236,0
469,0,26.0,0,0,7.725,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.1661924680884908,0
470,1,0.75,2,1,19.2583,U,Miss,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0085645861193133,1
471,0,26.0,0,0,7.25,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,0
472,0,38.0,0,0,8.6625,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2682524139135403,0
473,1,33.0,1,2,27.75,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3.3586377672433594,1
474,1,23.0,0,0,13.7917,D,Mrs,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.694066212646058,1
475,1,22.0,0,0,9.8375,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3830123421066602,0
476,0,41.5,0,0,52.0,A,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.970291913552122,0
477,0,34.0,1,0,21.0,U,Mr,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.091042453358316,0
478,0,29.0,1,0,7.0458,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.0851502161468174,0
479,0,22.0,0,0,7.5208,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.142510233146819,0
480,1,2.0,0,1,12.2875,U,Miss,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.586823743668066,1
481,0,9.0,5,2,46.9,U,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.8691155044168695,0
482,0,30.0,0,0,0.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
483,0,50.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
484,1,63.0,0,0,9.5875,U,Mrs,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.3596740599781727,1
485,0,25.0,1,0,91.0792,B,Mr,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4.5226490762785785,1
486,1,18.0,3,1,25.4667,U,Miss,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.275887339030031,0
487,1,35.0,1,0,90.0,C,Mrs,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4.51085950651685,1
488,0,58.0,0,0,29.7,B,Mr,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.4242626545931514,0
489,0,30.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
490,0,9.0,1,1,15.9,U,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.8273136219290276,1
491,0,26.0,1,0,19.9667,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.0429354648621407,0
492,0,21.0,0,0,7.25,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,0
493,0,55.0,0,0,30.5,C,Mr,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.449987545831587,0
494,0,71.0,0,0,49.5042,U,Mr,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.922056501139853,0
495,0,21.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
