PassengerId,Sex,Age,SibSp,Parch,Fare,Cabin,FamilySize,is_alone,Pclass_1,Pclass_2,Pclass_3,genTitle_Master,genTitle_Miss,genTitle_Mr,genTitle_Mrs,genTitle_Nobility,genTitle_Officer,genTitle_Professionals,normFare,Survived
574,1,18,0,0,7.75,U,1,1,0,0,1,0,1,0,0,0,0,0,2.1690537,1
575,0,16,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
576,0,19,0,0,14.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.740840024,0
577,1,34,0,0,13,U,1,1,0,1,0,0,1,0,0,0,0,0,2.63905733,1
578,1,39,1,0,55.9,E,2,0,1,0,0,0,0,0,1,0,0,0,4.041295341,1
579,1,31,1,0,14.4583,U,2,0,0,0,1,0,0,0,1,0,0,0,2.738146076,0
580,0,32,0,0,7.925,U,1,1,0,0,1,0,0,1,0,0,0,0,2.188856328,1
581,1,25,1,1,30,U,3,0,0,1,0,0,1,0,0,0,0,0,3.433987204,1
582,1,39,1,1,110.8833,C,3,0,1,0,0,0,0,0,1,0,0,0,4.717456364,1
583,0,54,0,0,26,U,1,1,0,1,0,0,0,1,0,0,0,0,3.295836866,0
584,0,36,0,0,40.125,A,1,1,1,0,0,0,0,1,0,0,0,0,3.716616209,0
585,0,26,0,0,8.7125,U,1,1,0,0,1,0,0,1,0,0,0,0,2.273413716,0
586,1,18,0,2,79.65,E,3,0,1,0,0,0,1,0,0,0,0,0,4.390118805,1
587,0,47,0,0,15,U,1,1,0,1,0,0,0,1,0,0,0,0,2.772588722,0
588,0,60,1,1,79.2,B,3,0,1,0,0,0,0,1,0,0,0,0,4.384523515,1
589,0,22,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
590,0,26,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
591,0,35,0,0,7.125,U,1,1,0,0,1,0,0,1,0,0,0,0,2.094945728,0
592,1,52,1,0,78.2667,D,2,0,1,0,0,0,0,0,1,0,0,0,4.372818116,1
593,0,47,0,0,7.25,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1102132,0
594,1,18,0,2,7.75,U,3,0,0,0,1,0,1,0,0,0,0,0,2.1690537,0
595,0,37,1,0,26,U,2,0,0,1,0,0,0,1,0,0,0,0,3.295836866,0
596,0,36,1,1,24.15,U,3,0,0,0,1,0,0,1,0,0,0,0,3.224857897,0
597,1,20,0,0,33,U,1,1,0,1,0,0,1,0,0,0,0,0,3.526360525,1
598,0,49,0,0,0,U,1,1,0,0,1,0,0,1,0,0,0,0,0,0
599,0,26,0,0,7.225,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107178297,0
600,0,49,1,0,56.9292,A,2,0,1,0,0,0,0,0,0,1,0,0,4.059221575,1
601,1,24,2,1,27,U,4,0,0,1,0,0,0,0,1,0,0,0,3.33220451,1
602,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
603,0,41.5,0,0,42.4,U,1,1,1,0,0,0,0,1,0,0,0,0,3.770459441,0
604,0,44,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
605,0,35,0,0,26.55,U,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,1
606,0,36,1,0,15.55,U,2,0,0,0,1,0,0,1,0,0,0,0,2.806386102,0
607,0,30,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
608,0,27,0,0,30.5,U,1,1,1,0,0,0,0,1,0,0,0,0,3.449987546,1
609,1,22,1,2,41.5792,U,4,0,0,1,0,0,0,0,1,0,0,0,3.751365871,1
610,1,40,0,0,153.4625,C,1,1,1,0,0,0,1,0,0,0,0,0,5.039951348,1
611,1,39,1,5,31.275,U,7,0,0,0,1,0,0,0,1,0,0,0,3.474292937,0
612,0,26,0,0,7.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.085672091,0
613,1,18,1,0,15.5,U,2,0,0,0,1,0,1,0,0,0,0,0,2.803360381,1
614,0,26,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
615,0,35,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
616,1,24,1,2,65,U,4,0,0,1,0,0,1,0,0,0,0,0,4.189654742,1
617,0,34,1,1,14.4,U,3,0,0,0,1,0,0,1,0,0,0,0,2.734367509,0
618,1,26,1,0,16.1,U,2,0,0,0,1,0,0,0,1,0,0,0,2.839078464,0
619,1,4,2,1,39,F,4,0,0,1,0,0,1,0,0,0,0,0,3.688879454,1
620,0,26,0,0,10.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.442347035,0
621,0,27,1,0,14.4542,U,2,0,0,0,1,0,0,1,0,0,0,0,2.737880811,0
622,0,42,1,0,52.5542,D,2,0,1,0,0,0,0,1,0,0,0,0,3.980694225,1
623,0,20,1,1,15.7417,U,3,0,0,0,1,0,0,1,0,0,0,0,2.817902613,1
624,0,21,0,0,7.8542,U,1,1,0,0,1,0,0,1,0,0,0,0,2.180891923,0
625,0,21,0,0,16.1,U,1,1,0,0,1,0,0,1,0,0,0,0,2.839078464,0
626,0,61,0,0,32.3208,D,1,1,1,0,0,0,0,1,0,0,0,0,3.506181827,0
627,0,57,0,0,12.35,U,1,1,0,1,0,0,0,0,0,0,0,1,2.591516385,0
628,1,21,0,0,77.9583,D,1,1,1,0,0,0,1,0,0,0,0,0,4.368919865,1
629,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
630,0,26,0,0,7.7333,U,1,1,0,0,1,0,0,1,0,0,0,0,2.167143305,0
631,0,80,0,0,30,A,1,1,1,0,0,0,0,1,0,0,0,0,3.433987204,1
632,0,51,0,0,7.0542,U,1,1,0,0,1,0,0,1,0,0,0,0,2.086193695,0
633,0,32,0,0,30.5,B,1,1,1,0,0,0,0,0,0,0,0,1,3.449987546,1
634,0,41.5,0,0,0,U,1,1,1,0,0,0,0,1,0,0,0,0,0,0
635,1,9,3,2,27.9,U,6,0,0,0,1,0,1,0,0,0,0,0,3.363841595,0
636,1,28,0,0,13,U,1,1,0,1,0,0,1,0,0,0,0,0,2.63905733,1
637,0,32,0,0,7.925,U,1,1,0,0,1,0,0,1,0,0,0,0,2.188856328,0
638,0,31,1,1,26.25,U,3,0,0,1,0,0,0,1,0,0,0,0,3.305053521,0
639,1,41,0,5,39.6875,U,6,0,0,0,1,0,0,0,1,0,0,0,3.70592092,0
640,0,26,1,0,16.1,U,2,0,0,0,1,0,0,1,0,0,0,0,2.839078464,0
641,0,20,0,0,7.8542,U,1,1,0,0,1,0,0,1,0,0,0,0,2.180891923,0
642,1,24,0,0,69.3,B,1,1,1,0,0,0,1,0,0,0,0,0,4.252771799,1
643,1,2,3,2,27.9,U,6,0,0,0,1,0,1,0,0,0,0,0,3.363841595,0
644,0,26,0,0,56.4958,U,1,1,0,0,1,0,0,1,0,0,0,0,4.051711902,1
645,1,0.75,2,1,19.2583,U,4,0,0,0,1,0,1,0,0,0,0,0,3.008564586,1
646,0,48,1,0,76.7292,D,2,0,1,0,0,0,0,1,0,0,0,0,4.353230991,1
647,0,19,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
648,0,56,0,0,35.5,A,1,1,1,0,0,0,0,0,0,0,1,0,3.597312261,1
649,0,26,0,0,7.55,U,1,1,0,0,1,0,0,1,0,0,0,0,2.145931283,0
650,1,23,0,0,7.55,U,1,1,0,0,1,0,1,0,0,0,0,0,2.145931283,1
651,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
652,1,18,0,1,23,U,2,0,0,1,0,0,1,0,0,0,0,0,3.17805383,1
653,0,21,0,0,8.4333,U,1,1,0,0,1,0,0,1,0,0,0,0,2.244245982,0
654,1,18,0,0,7.8292,U,1,1,0,0,1,0,1,0,0,0,0,0,2.17806441,1
655,1,18,0,0,6.75,U,1,1,0,0,1,0,1,0,0,0,0,0,2.047692843,0
656,0,24,2,0,73.5,U,3,0,0,1,0,0,0,1,0,0,0,0,4.310799125,0
657,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
658,1,32,1,1,15.5,U,3,0,0,0,1,0,0,0,1,0,0,0,2.803360381,0
659,0,23,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
660,0,58,0,2,113.275,D,3,0,1,0,0,0,0,1,0,0,0,0,4.738607824,0
661,0,50,2,0,133.65,U,3,0,1,0,0,0,0,0,0,0,0,1,4.902678819,1
662,0,40,0,0,7.225,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107178297,0
663,0,47,0,0,25.5875,E,1,1,1,0,0,0,0,1,0,0,0,0,3.280441181,0
664,0,36,0,0,7.4958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.139571924,0
665,0,20,1,0,7.925,U,2,0,0,0,1,0,0,1,0,0,0,0,2.188856328,1
666,0,32,2,0,73.5,U,3,0,0,1,0,0,0,1,0,0,0,0,4.310799125,0
667,0,25,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
668,0,26,0,0,7.775,U,1,1,0,0,1,0,0,1,0,0,0,0,2.171906769,0
669,0,43,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
670,1,45,1,0,52,C,2,0,1,0,0,0,0,0,1,0,0,0,3.970291914,1
671,1,40,1,1,39,U,3,0,0,1,0,0,0,0,1,0,0,0,3.688879454,1
672,0,31,1,0,52,B,2,0,1,0,0,0,0,1,0,0,0,0,3.970291914,0
673,0,70,0,0,10.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.442347035,0
674,0,31,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,1
675,0,30,0,0,0,U,1,1,0,1,0,0,0,1,0,0,0,0,0,0
676,0,18,0,0,7.775,U,1,1,0,0,1,0,0,1,0,0,0,0,2.171906769,0
677,0,24.5,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
678,1,18,0,0,9.8417,U,1,1,0,0,1,0,1,0,0,0,0,0,2.38339981,1
679,1,43,1,6,46.9,U,8,0,0,0,1,0,0,0,1,0,0,0,3.869115504,0
680,0,36,0,1,47.1,B,2,0,1,0,0,0,0,1,0,0,0,0,3.873282177,1
681,1,18,0,0,8.1375,U,1,1,0,0,1,0,1,0,0,0,0,0,2.212386825,0
682,0,27,0,0,76.7292,D,1,1,1,0,0,0,0,1,0,0,0,0,4.353230991,1
683,0,20,0,0,9.225,U,1,1,0,0,1,0,0,1,0,0,0,0,2.324835702,0
684,0,14,5,2,46.9,U,8,0,0,0,1,0,0,1,0,0,0,0,3.869115504,0
685,0,60,1,1,39,U,3,0,0,1,0,0,0,1,0,0,0,0,3.688879454,0
686,0,25,1,2,41.5792,U,4,0,0,1,0,0,0,1,0,0,0,0,3.751365871,0
687,0,14,4,1,39.6875,U,6,0,0,0,1,0,0,1,0,0,0,0,3.70592092,0
688,0,19,0,0,10.1708,U,1,1,0,0,1,0,0,1,0,0,0,0,2.413303231,0
689,0,18,0,0,7.7958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.174274335,0
690,1,15,0,1,211.3375,B,2,0,1,0,0,0,1,0,0,0,0,0,5.35817699,1
691,0,31,1,0,57,B,2,0,1,0,0,0,0,1,0,0,0,0,4.060443011,1
692,1,4,0,1,13.4167,U,2,0,0,0,1,0,1,0,0,0,0,0,2.668387257,1
693,0,26,0,0,56.4958,U,1,1,0,0,1,0,0,1,0,0,0,0,4.051711902,1
694,0,25,0,0,7.225,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107178297,0
695,0,60,0,0,26.55,U,1,1,1,0,0,0,0,0,0,0,1,0,3.316002536,0
696,0,52,0,0,13.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.674148649,0
697,0,44,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
698,1,18,0,0,7.7333,U,1,1,0,0,1,0,1,0,0,0,0,0,2.167143305,1
699,0,49,1,1,110.8833,C,3,0,1,0,0,0,0,1,0,0,0,0,4.717456364,0
700,0,42,0,0,7.65,F,1,1,0,0,1,0,0,1,0,0,0,0,2.157559321,0
701,1,18,1,0,227.525,C,2,0,1,0,0,0,0,0,1,0,0,0,5.431645614,1
702,0,35,0,0,26.2875,E,1,1,1,0,0,0,0,1,0,0,0,0,3.306428722,1
703,1,18,0,1,14.4542,U,2,0,0,0,1,0,1,0,0,0,0,0,2.737880811,0
704,0,25,0,0,7.7417,U,1,1,0,0,1,0,0,1,0,0,0,0,2.168104679,0
705,0,26,1,0,7.8542,U,2,0,0,0,1,0,0,1,0,0,0,0,2.180891923,0
706,0,39,0,0,26,U,1,1,0,1,0,0,0,1,0,0,0,0,3.295836866,0
707,1,45,0,0,13.5,U,1,1,0,1,0,0,0,0,1,0,0,0,2.674148649,1
708,0,42,0,0,26.2875,E,1,1,1,0,0,0,0,1,0,0,0,0,3.306428722,1
709,1,22,0,0,151.55,U,1,1,1,0,0,0,1,0,0,0,0,0,5.027492411,1
710,0,6,1,1,15.2458,U,3,0,0,0,1,1,0,0,0,0,0,0,2.787834414,1
711,1,24,0,0,49.5042,C,1,1,1,0,0,0,1,0,0,0,0,0,3.922056501,1
712,0,41.5,0,0,26.55,C,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,0
713,0,48,1,0,52,C,2,0,1,0,0,0,0,1,0,0,0,0,3.970291914,1
714,0,29,0,0,9.4833,U,1,1,0,0,1,0,0,1,0,0,0,0,2.349783515,0
715,0,52,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
716,0,19,0,0,7.65,F,1,1,0,0,1,0,0,1,0,0,0,0,2.157559321,0
717,1,38,0,0,227.525,C,1,1,1,0,0,0,1,0,0,0,0,0,5.431645614,1
718,1,27,0,0,10.5,E,1,1,0,1,0,0,1,0,0,0,0,0,2.442347035,1
719,0,26,0,0,15.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.803360381,0
720,0,33,0,0,7.775,U,1,1,0,0,1,0,0,1,0,0,0,0,2.171906769,0
721,1,6,0,1,33,U,2,0,0,1,0,0,1,0,0,0,0,0,3.526360525,1
722,0,17,1,0,7.0542,U,2,0,0,0,1,0,0,1,0,0,0,0,2.086193695,0
723,0,34,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
724,0,50,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
725,0,27,1,0,53.1,E,2,0,1,0,0,0,0,1,0,0,0,0,3.990834186,1
726,0,20,0,0,8.6625,U,1,1,0,0,1,0,0,1,0,0,0,0,2.268252414,0
727,1,30,3,0,21,U,4,0,0,1,0,0,0,0,1,0,0,0,3.091042453,1
728,1,18,0,0,7.7375,U,1,1,0,0,1,0,1,0,0,0,0,0,2.167624108,1
729,0,25,1,0,26,U,2,0,0,1,0,0,0,1,0,0,0,0,3.295836866,0
730,1,25,1,0,7.925,U,2,0,0,0,1,0,1,0,0,0,0,0,2.188856328,0
731,1,29,0,0,211.3375,B,1,1,1,0,0,0,1,0,0,0,0,0,5.35817699,1
732,0,11,0,0,18.7875,U,1,1,0,0,1,0,0,1,0,0,0,0,2.985050425,0
733,0,30,0,0,0,U,1,1,0,1,0,0,0,1,0,0,0,0,0,0
734,0,23,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
735,0,23,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
736,0,28.5,0,0,16.1,U,1,1,0,0,1,0,0,1,0,0,0,0,2.839078464,0
737,1,48,1,3,34.375,U,5,0,0,0,1,0,0,0,1,0,0,0,3.566005356,0
738,0,35,0,0,47.1,B,1,1,1,0,0,0,0,1,0,0,0,0,3.873282177,1
739,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
740,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
741,0,41.5,0,0,30,D,1,1,1,0,0,0,0,1,0,0,0,0,3.433987204,1
742,0,36,1,0,78.85,C,2,0,1,0,0,0,0,1,0,0,0,0,4.380149875,0
743,1,21,2,2,262.375,B,5,0,1,0,0,0,1,0,0,0,0,0,5.573578872,1
744,0,24,1,0,16.1,U,2,0,0,0,1,0,0,1,0,0,0,0,2.839078464,0
745,0,31,0,0,7.925,U,1,1,0,0,1,0,0,1,0,0,0,0,2.188856328,1
746,0,70,1,1,71,B,3,0,1,0,0,0,0,0,0,0,1,0,4.276666119,0
747,0,16,1,1,20.25,U,3,0,0,0,1,0,0,1,0,0,0,0,3.056356895,0
748,1,30,0,0,13,U,1,1,0,1,0,0,1,0,0,0,0,0,2.63905733,1
749,0,19,1,0,53.1,D,2,0,1,0,0,0,0,1,0,0,0,0,3.990834186,0
750,0,31,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
751,1,4,1,1,23,U,3,0,0,1,0,0,1,0,0,0,0,0,3.17805383,1
752,0,6,0,1,12.475,E,2,0,0,0,1,1,0,0,0,0,0,0,2.600836117,1
753,0,33,0,0,9.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.351375257,0
754,0,23,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
755,1,48,1,2,65,U,4,0,0,1,0,0,0,0,1,0,0,0,4.189654742,1
756,0,0.67,1,1,14.5,U,3,0,0,1,0,1,0,0,0,0,0,0,2.740840024,1
757,0,28,0,0,7.7958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.174274335,0
758,0,18,0,0,11.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.525728644,0
759,0,34,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
760,1,33,0,0,86.5,B,1,1,1,0,0,0,0,0,0,1,0,0,4.471638793,1
761,0,26,0,0,14.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.740840024,0
762,0,41,0,0,7.125,U,1,1,0,0,1,0,0,1,0,0,0,0,2.094945728,0
763,0,20,0,0,7.2292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107688805,1
764,1,36,1,2,120,B,4,0,1,0,0,0,0,0,1,0,0,0,4.795790546,1
765,0,16,0,0,7.775,U,1,1,0,0,1,0,0,1,0,0,0,0,2.171906769,0
766,1,51,1,0,77.9583,D,2,0,1,0,0,0,0,0,1,0,0,0,4.368919865,1
767,0,47,0,0,39.6,U,1,1,1,0,0,0,0,0,0,0,0,1,3.703768067,0
768,1,30.5,0,0,7.75,U,1,1,0,0,1,0,1,0,0,0,0,0,2.1690537,0
769,0,26,1,0,24.15,U,2,0,0,0,1,0,0,1,0,0,0,0,3.224857897,0
770,0,32,0,0,8.3625,U,1,1,0,0,1,0,0,1,0,0,0,0,2.236712349,0
771,0,24,0,0,9.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.351375257,0
772,0,48,0,0,7.8542,U,1,1,0,0,1,0,0,1,0,0,0,0,2.180891923,0
773,1,57,0,0,10.5,E,1,1,0,1,0,0,0,0,1,0,0,0,2.442347035,0
774,0,26,0,0,7.225,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107178297,0
775,1,54,1,3,23,U,5,0,0,1,0,0,0,0,1,0,0,0,3.17805383,1
776,0,18,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
777,0,26,0,0,7.75,F,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
778,1,5,0,0,12.475,U,1,1,0,0,1,0,1,0,0,0,0,0,2.600836117,1
779,0,26,0,0,7.7375,U,1,1,0,0,1,0,0,1,0,0,0,0,2.167624108,0
780,1,43,0,1,211.3375,B,2,0,1,0,0,0,0,0,1,0,0,0,5.35817699,1
781,1,13,0,0,7.2292,U,1,1,0,0,1,0,1,0,0,0,0,0,2.107688805,1
782,1,17,1,0,57,B,2,0,1,0,0,0,0,0,1,0,0,0,4.060443011,1
783,0,29,0,0,30,D,1,1,1,0,0,0,0,1,0,0,0,0,3.433987204,0
784,0,26,1,2,23.45,U,4,0,0,0,1,0,0,1,0,0,0,0,3.196630216,0
785,0,25,0,0,7.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.085672091,0
786,0,25,0,0,7.25,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1102132,0
787,1,18,0,0,7.4958,U,1,1,0,0,1,0,1,0,0,0,0,0,2.139571924,1
788,0,8,4,1,29.125,U,6,0,0,0,1,1,0,0,0,0,0,0,3.405355392,0
789,0,1,1,2,20.575,U,4,0,0,0,1,1,0,0,0,0,0,0,3.071535237,1
790,0,46,0,0,79.2,B,1,1,1,0,0,0,0,1,0,0,0,0,4.384523515,0
791,0,26,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
792,0,16,0,0,26,U,1,1,0,1,0,0,0,1,0,0,0,0,3.295836866,0
793,1,18,8,2,69.55,U,11,0,0,0,1,0,1,0,0,0,0,0,4.256321678,0
794,0,41.5,0,0,30.6958,U,1,1,1,0,0,0,0,1,0,0,0,0,3.45618418,0
795,0,25,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
796,0,39,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
797,1,49,0,0,25.9292,D,1,1,1,0,0,0,0,0,0,0,0,1,3.2932112,1
798,1,31,0,0,8.6833,U,1,1,0,0,1,0,0,0,1,0,0,0,2.270402752,1
799,0,30,0,0,7.2292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107688805,0
800,1,30,1,1,24.15,U,3,0,0,0,1,0,0,0,1,0,0,0,3.224857897,0
801,0,34,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
802,1,31,1,1,26.25,U,3,0,0,1,0,0,0,0,1,0,0,0,3.305053521,1
803,0,11,1,2,120,B,4,0,1,0,0,1,0,0,0,0,0,0,4.795790546,1
804,0,0.42,0,1,8.5167,U,2,0,0,0,1,1,0,0,0,0,0,0,2.25304815,1
805,0,27,0,0,6.975,U,1,1,0,0,1,0,0,1,0,0,0,0,2.076311649,1
806,0,31,0,0,7.775,U,1,1,0,0,1,0,0,1,0,0,0,0,2.171906769,0
807,0,39,0,0,0,A,1,1,1,0,0,0,0,1,0,0,0,0,0,0
808,1,18,0,0,7.775,U,1,1,0,0,1,0,1,0,0,0,0,0,2.171906769,0
809,0,39,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
810,1,33,1,0,53.1,E,2,0,1,0,0,0,0,0,1,0,0,0,3.990834186,1
811,0,26,0,0,7.8875,U,1,1,0,0,1,0,0,1,0,0,0,0,2.184645795,0
812,0,39,0,0,24.15,U,1,1,0,0,1,0,0,1,0,0,0,0,3.224857897,0
813,0,35,0,0,10.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.442347035,0
814,1,6,4,2,31.275,U,7,0,0,0,1,0,1,0,0,0,0,0,3.474292937,0
815,0,30.5,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
816,0,41.5,0,0,0,B,1,1,1,0,0,0,0,1,0,0,0,0,0,0
817,1,23,0,0,7.925,U,1,1,0,0,1,0,1,0,0,0,0,0,2.188856328,0
818,0,31,1,1,37.0042,U,3,0,0,1,0,0,0,1,0,0,0,0,3.63769668,0
819,0,43,0,0,6.45,U,1,1,0,0,1,0,0,1,0,0,0,0,2.008214032,0
820,0,10,3,2,27.9,U,6,0,0,0,1,1,0,0,0,0,0,0,3.363841595,0
821,1,52,1,1,93.5,B,3,0,1,0,0,0,0,0,1,0,0,0,4.548599834,1
822,0,27,0,0,8.6625,U,1,1,0,0,1,0,0,1,0,0,0,0,2.268252414,1
823,0,38,0,0,0,U,1,1,1,0,0,0,0,0,0,1,0,0,0,0
824,1,27,0,1,12.475,E,2,0,0,0,1,0,0,0,1,0,0,0,2.600836117,1
825,0,2,4,1,39.6875,U,6,0,0,0,1,1,0,0,0,0,0,0,3.70592092,0
826,0,26,0,0,6.95,U,1,1,0,0,1,0,0,1,0,0,0,0,2.073171929,0
827,0,26,0,0,56.4958,U,1,1,0,0,1,0,0,1,0,0,0,0,4.051711902,0
828,0,1,0,2,37.0042,U,3,0,0,1,0,1,0,0,0,0,0,0,3.63769668,1
829,0,26,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,1
830,1,62,0,0,80,B,1,1,1,0,0,0,0,0,1,0,0,0,4.394449155,1
831,1,15,1,0,14.4542,U,2,0,0,0,1,0,0,0,1,0,0,0,2.737880811,1
832,0,0.83,1,1,18.75,U,3,0,0,1,0,1,0,0,0,0,0,0,2.983153491,1
833,0,26,0,0,7.2292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107688805,0
834,0,23,0,0,7.8542,U,1,1,0,0,1,0,0,1,0,0,0,0,2.180891923,0
835,0,18,0,0,8.3,U,1,1,0,0,1,0,0,1,0,0,0,0,2.2300144,0
836,1,39,1,1,83.1583,E,3,0,1,0,0,0,1,0,0,0,0,0,4.432699549,1
837,0,21,0,0,8.6625,U,1,1,0,0,1,0,0,1,0,0,0,0,2.268252414,0
838,0,26,0,0,8.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.202764758,0
839,0,32,0,0,56.4958,U,1,1,0,0,1,0,0,1,0,0,0,0,4.051711902,1
840,0,41.5,0,0,29.7,C,1,1,1,0,0,0,0,1,0,0,0,0,3.424262655,1
841,0,20,0,0,7.925,U,1,1,0,0,1,0,0,1,0,0,0,0,2.188856328,0
842,0,16,0,0,10.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.442347035,0
843,1,30,0,0,31,U,1,1,1,0,0,0,1,0,0,0,0,0,3.465735903,1
844,0,34.5,0,0,6.4375,U,1,1,0,0,1,0,0,1,0,0,0,0,2.006534771,0
845,0,17,0,0,8.6625,U,1,1,0,0,1,0,0,1,0,0,0,0,2.268252414,0
846,0,42,0,0,7.55,U,1,1,0,0,1,0,0,1,0,0,0,0,2.145931283,0
847,0,26,8,2,69.55,U,11,0,0,0,1,0,0,1,0,0,0,0,4.256321678,0
848,0,35,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
849,0,28,0,1,33,U,2,0,0,1,0,0,0,0,0,0,0,1,3.526360525,0
850,1,45,1,0,89.1042,C,2,0,1,0,0,0,0,0,1,0,0,0,4.500966778,1
851,0,4,4,2,31.275,U,7,0,0,0,1,1,0,0,0,0,0,0,3.474292937,0
852,0,74,0,0,7.775,U,1,1,0,0,1,0,0,1,0,0,0,0,2.171906769,0
853,1,9,1,1,15.2458,U,3,0,0,0,1,0,1,0,0,0,0,0,2.787834414,0
854,1,16,0,1,39.4,D,2,0,1,0,0,0,1,0,0,0,0,0,3.698829785,1
855,1,44,1,0,26,U,2,0,0,1,0,0,0,0,1,0,0,0,3.295836866,0
856,1,18,0,1,9.35,U,2,0,0,0,1,0,0,0,1,0,0,0,2.33698652,1
857,1,45,1,1,164.8667,U,3,0,1,0,0,0,0,0,1,0,0,0,5.111184454,1
858,0,51,0,0,26.55,E,1,1,1,0,0,0,0,1,0,0,0,0,3.316002536,1
859,1,24,0,3,19.2583,U,4,0,0,0,1,0,0,0,1,0,0,0,3.008564586,1
860,0,26,0,0,7.2292,U,1,1,0,0,1,0,0,1,0,0,0,0,2.107688805,0
861,0,41,2,0,14.1083,U,3,0,0,0,1,0,0,1,0,0,0,0,2.715244262,0
862,0,21,1,0,11.5,U,2,0,0,1,0,0,0,1,0,0,0,0,2.525728644,0
